0,1,2,3,4,5,6,7,8,9,10
cream cheese ,canned beer,chewing gum,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
soda,soda,,,,,,,,,
specialty bar,canned beer,white bread,newspapers,,,,,,,
whole milk,red/blush wine,newspapers,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
bags,other vegetables,,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
meat,long life bakery product,yogurt,napkins,,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
rolls/buns,seasonal products,margarine,,,,,,,,
bottled water,detergent,,,,,,,,,
pip fruit,whole milk,brown bread,,,,,,,,
pip fruit,candles,,,,,,,,,
sausage,tropical fruit,misc. beverages,root vegetables,,,,,,,
processed cheese,salty snack,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
brown bread,curd,,,,,,,,,
citrus fruit,pork,pip fruit,yogurt,brown bread,male cosmetics,,,,,
pork,mayonnaise,,,,,,,,,
beverages,yogurt,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
root vegetables,pastry,,,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
pork,rolls/buns,,,,,,,,,
butter,waffles,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
sausage,salt,,,,,,,,,
sausage,pork,pip fruit,soda,beef,fruit/vegetable juice,root vegetables,berries,misc. beverages,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
butter milk,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
beef,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,shopping bags,,,,,,,,,
pork,brown bread,,,,,,,,,
coffee,soda,,,,,,,,,
root vegetables,sugar,bottled water,white bread,,,,,,,
yogurt,other vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
butter,tropical fruit,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
processed cheese,whole milk,,,,,,,,,
onions,rolls/buns,,,,,,,,,
rolls/buns,pork,,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
soda,coffee,salty snack,,,,,,,,
chicken,pastry,,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
coffee,bottled beer,shopping bags,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
onions,curd,,,,,,,,,
whole milk,candy,,,,,,,,,
soda,newspapers,,,,,,,,,
ham,newspapers,,,,,,,,,
beef,chewing gum,,,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
white bread,mustard,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
whole milk,rolls/buns,ice cream,brown bread,,,,,,,
bottled beer,other vegetables,,,,,,,,,
ham,other vegetables,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
sausage,hair spray,canned beer,,,,,,,,
brown bread,canned beer,,,,,,,,,
yogurt,brown bread,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
rolls/buns,yogurt,,,,,,,,,
hair spray,chocolate,rolls/buns,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,,
dessert,berries,newspapers,onions,,,,,,,
bottled water,other vegetables,,,,,,,,,
napkins,citrus fruit,,,,,,,,,
UHT-milk,flower soil/fertilizer,salty snack,,,,,,,,
whole milk,bottled water,,,,,,,,,
beef,napkins,,,,,,,,,
grapes,pastry,,,,,,,,,
yogurt,dog food,,,,,,,,,
soups,coffee,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
ham,whipped/sour cream,newspapers,,,,,,,,
beverages,canned beer,,,,,,,,,
frozen vegetables,red/blush wine,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
yogurt,whole milk,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
detergent,rolls/buns,,,,,,,,,
sausage,chewing gum,,,,,,,,,
berries,red/blush wine,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
pastry,whole milk,,,,,,,,,
berries,soda,butter,other vegetables,white bread,cream cheese ,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,waffles,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
onions,instant coffee,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
pork,long life bakery product,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
shopping bags,white bread,ice cream,,,,,,,,
pastry,UHT-milk,,,,,,,,,
artif. sweetener,curd,,,,,,,,,
rolls/buns,root vegetables,rolls/buns,long life bakery product,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
beverages,tropical fruit,,,,,,,,,
canned beer,onions,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
rolls/buns,pastry,butter,processed cheese,other vegetables,whole milk,chocolate,hard cheese,butter,,
canned beer,shopping bags,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
UHT-milk,beverages,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,canned beer,bottled water,bottled beer,,,,,,,
frozen meals,bottled beer,,,,,,,,,
ice cream,napkins,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
chicken,vinegar,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
curd,whole milk,,,,,,,,,
ice cream,shopping bags,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
whole milk,berries,bottled water,curd,napkins,,,,,,
rolls/buns,flour,,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen vegetables,dishes,root vegetables,pastry,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
sausage,yogurt,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
mustard,yogurt,cat food,bottled beer,,,,,,,
other vegetables,chewing gum,newspapers,,,,,,,,
pip fruit,brown bread,,,,,,,,,
brown bread,yogurt,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
ketchup,whole milk,,,,,,,,,
pork,beef,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
chicken,whole milk,,,,,,,,,
rolls/buns,liquor,curd,other vegetables,,,,,,,
canned beer,tropical fruit,pet care,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
whole milk,meat,yogurt,yogurt,yogurt,,,,,,
canned beer,yogurt,,,,,,,,,
tropical fruit,prosecco,,,,,,,,,
pork,grapes,,,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
pip fruit,berries,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
sausage,cream cheese ,,,,,,,,,
pip fruit,sausage,red/blush wine,coffee,salt,pastry,,,,,
meat,whole milk,,,,,,,,,
pastry,liqueur,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
tropical fruit,white bread,,,,,,,,,
meat spreads,butter,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
rolls/buns,coffee,,,,,,,,,
onions,liquor (appetizer),,,,,,,,,
meat,hamburger meat,,,,,,,,,
frozen potato products,margarine,,,,,,,,,
yogurt,butter,,,,,,,,,
tropical fruit,UHT-milk,butter milk,,,,,,,,
whole milk,sausage,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
rolls/buns,baking powder,onions,bottled water,,,,,,,
pip fruit,canned fish,organic sausage,pastry,,,,,,,
tropical fruit,herbs,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
whole milk,bottled water,whipped/sour cream,,,,,,,,
whole milk,canned fish,,,,,,,,,
whole milk,root vegetables,canned vegetables,,,,,,,,
cat food,newspapers,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
sausage,newspapers,,,,,,,,,
soda,yogurt,white bread,,,,,,,,
waffles,whipped/sour cream,soda,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
chicken,onions,,,,,,,,,
berries,pip fruit,,,,,,,,,
white wine,specialty bar,,,,,,,,,
white wine,dessert,,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
butter,seasonal products,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
frankfurter,sugar,,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
chicken,margarine,yogurt,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
turkey,sugar,,,,,,,,,
sparkling wine,cream cheese ,,,,,,,,,
pork,other vegetables,,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
yogurt,flour,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
sausage,whipped/sour cream,misc. beverages,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
meat,UHT-milk,,,,,,,,,
meat,other vegetables,,,,,,,,,
soda,candles,rolls/buns,,,,,,,,
pip fruit,beef,whole milk,other vegetables,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
domestic eggs,soda,,,,,,,,,
turkey,newspapers,white wine,,,,,,,,
pastry,seasonal products,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
rolls/buns,rubbing alcohol,pastry,,,,,,,,
white bread,dog food,potato products,,,,,,,,
oil,curd,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
pork,margarine,,,,,,,,,
dessert,chewing gum,,,,,,,,,
chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
pastry,snack products,,,,,,,,,
mustard,domestic eggs,,,,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
other vegetables,bottled water,,,,,,,,,
white bread,canned fish,,,,,,,,,
white wine,soft cheese,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
oil,frozen potato products,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
pork,other vegetables,,,,,,,,,
yogurt,detergent,,,,,,,,,
curd,ice cream,,,,,,,,,
ice cream,onions,,,,,,,,,
onions,pip fruit,whipped/sour cream,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pastry,coffee,,,,,,,,,
sausage,pork,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
chicken,bottled water,,,,,,,,,
meat,soda,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
newspapers,yogurt,,,,,,,,,
canned beer,syrup,brown bread,rice,,,,,,,
pastry,curd,bottled beer,,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
liqueur,yogurt,,,,,,,,,
whole milk,brown bread,,,,,,,,,
frankfurter,dessert,,,,,,,,,
beef,pip fruit,,,,,,,,,
cookware,sausage,soda,spices,,,,,,,
other vegetables,ice cream,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
root vegetables,waffles,cream cheese ,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
soda,onions,cream cheese ,,,,,,,,
pip fruit,whole milk,,,,,,,,,
margarine,herbs,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
soda,flour,brown bread,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
chicken,whole milk,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
chicken,shopping bags,,,,,,,,,
fruit/vegetable juice,seasonal products,,,,,,,,,
pip fruit,frozen vegetables,bottled water,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
meat,liquor,male cosmetics,fruit/vegetable juice,,,,,,,
snack products,liquor (appetizer),,,,,,,,,
napkins,brown bread,,,,,,,,,
frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food,,
frankfurter,pip fruit,meat,coffee,other vegetables,shopping bags,brown bread,curd,,,
whole milk,frozen vegetables,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
shopping bags,curd,hard cheese,,,,,,,,
rolls/buns,soda,,,,,,,,,
rolls/buns,onions,,,,,,,,,
chicken,chocolate,,,,,,,,,
cream cheese ,brown bread,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
berries,cake bar,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
tropical fruit,butter,,,,,,,,,
misc. beverages,berries,,,,,,,,,
other vegetables,specialty fat,,,,,,,,,
berries,beverages,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
salty snack,white wine,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
misc. beverages,whipped/sour cream,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
shopping bags,napkins,,,,,,,,,
other vegetables,ready soups,baking powder,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
bottled water,dishes,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,sliced cheese,ice cream,long life bakery product,,,,,,,
fruit/vegetable juice,butter,,,,,,,,,
ham,specialty bar,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
bottled water,whole milk,,,,,,,,,
yogurt,napkins,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
pip fruit,soda,condensed milk,,,,,,,,
citrus fruit,toilet cleaner,,,,,,,,,
whipped/sour cream,herbs,flour,oil,,,,,,,
bottled water,soda,,,,,,,,,
zwieback,yogurt,,,,,,,,,
pastry,grapes,,,,,,,,,
herbs,pip fruit,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
bottled water,yogurt,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
whole milk,UHT-milk,,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
rolls/buns,berries,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
soda,domestic eggs,artif. sweetener,,,,,,,,
shopping bags,whole milk,cling film/bags,bottled beer,newspapers,,,,,,
tropical fruit,whole milk,,,,,,,,,
salty snack,semi-finished bread,sliced cheese,,,,,,,,
pip fruit,shopping bags,butter,,,,,,,,
beef,butter,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
white wine,citrus fruit,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
pork,UHT-milk,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,zwieback,sliced cheese,other vegetables,bottled beer,soda,,,,,
citrus fruit,whole milk,,,,,,,,,
other vegetables,berries,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
whole milk,curd,yogurt,candy,,,,,,,
bottled beer,hard cheese,,,,,,,,,
canned beer,curd,coffee,flour,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,newspapers,,,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
citrus fruit,newspapers,shopping bags,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
soda,whipped/sour cream,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
turkey,frozen dessert,shopping bags,,,,,,,,
frankfurter,pastry,salt,,,,,,,,
pastry,bottled water,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
salty snack,curd,,,,,,,,,
whole milk,frozen vegetables,soda,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
whole milk,newspapers,,,,,,,,,
beef,margarine,,,,,,,,,
frankfurter,shopping bags,frozen vegetables,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,white wine,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
hard cheese,salty snack,,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
sausage,shopping bags,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
root vegetables,yogurt,sparkling wine,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
sausage,sugar,yogurt,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
cling film/bags,coffee,,,,,,,,,
coffee,napkins,,,,,,,,,
yogurt,canned beer,,,,,,,,,
dental care,soda,,,,,,,,,
pastry,waffles,,,,,,,,,
other vegetables,dog food,,,,,,,,,
dessert,coffee,,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,tidbits,dental care,,,,,,,,
whole milk,chocolate,,,,,,,,,
dog food,curd,,,,,,,,,
ham,specialty chocolate,soft cheese,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
berries,curd,,,,,,,,,
chicken,other vegetables,frozen meals,,,,,,,,
sugar,frozen vegetables,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
soda,root vegetables,rolls/buns,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
frankfurter,canned beer,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
curd,sausage,margarine,long life bakery product,,,,,,,
coffee,whole milk,mustard,,,,,,,,
soda,yogurt,whole milk,coffee,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,white wine,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
packaged fruit/vegetables,pudding powder,shopping bags,coffee,,,,,,,
tropical fruit,tropical fruit,napkins,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
pork,curd,,,,,,,,,
pork,whole milk,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
other vegetables,cereals,cleaner,,,,,,,,
meat spreads,bottled beer,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
pet care,spread cheese,,,,,,,,,
napkins,canned vegetables,,,,,,,,,
pastry,other vegetables,,,,,,,,,
liquor (appetizer),onions,whole milk,butter,cream cheese ,specialty cheese,,,,,
red/blush wine,cream cheese ,,,,,,,,,
soda,bottled beer,,,,,,,,,
coffee,brown bread,whole milk,sweet spreads,,,,,,,
frozen meals,soups,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
dessert,mustard,white bread,,,,,,,,
butter milk,pet care,,,,,,,,,
sausage,canned beer,rum,spices,,,,,,,
pork,pip fruit,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
meat,margarine,,,,,,,,,
citrus fruit,whole milk,bottled beer,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
misc. beverages,other vegetables,brown bread,,,,,,,,
ham,mayonnaise,,,,,,,,,
yogurt,salty snack,,,,,,,,,
condensed milk,hard cheese,,,,,,,,,
beverages,canned fish,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
salty snack,specialty bar,brown bread,instant coffee,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
newspapers,soda,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
bottled water,coffee,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,margarine,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
rolls/buns,specialty cheese,domestic eggs,,,,,,,,
beef,margarine,,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
dishes,bottled water,,,,,,,,,
chicken,tropical fruit,waffles,whipped/sour cream,brown bread,,,,,,
citrus fruit,beef,whipped/sour cream,other vegetables,,,,,,,
rolls/buns,pork,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
pet care,whole milk,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
hygiene articles,vinegar,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
soda,citrus fruit,,,,,,,,,
other vegetables,soda,hard cheese,coffee,whipped/sour cream,newspapers,,,,,
soda,bottled water,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
sausage,soda,candy,,,,,,,,
bottled beer,bottled water,rolls/buns,root vegetables,,,,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
rolls/buns,root vegetables,frozen vegetables,waffles,,,,,,,
soda,waffles,,,,,,,,,
tidbits,dessert,cat food,,,,,,,,
dessert,soda,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
oil,chocolate,,,,,,,,,
root vegetables,candles,,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
tropical fruit,shopping bags,,,,,,,,,
pastry,cereals,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
beef,frozen meals,pastry,white wine,whipped/sour cream,,,,,,
tropical fruit,white bread,butter,,,,,,,,
chicken,oil,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
brown bread,pastry,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
pork,white wine,,,,,,,,,
frozen dessert,specialty chocolate,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
flour,sugar,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
butter,hygiene articles,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
